,BuildingType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,LargestPropertyUseTypeGFA,GFABuildingRate,GFAParkingRate,Distance_from_SeattleKM,Log_SiteEnergyUse,GFAPerBuilding,GFAPerFloor
0,NonResidential,Downtown,1927.0,1.0,12.0,88434,Hotel,88434.0,1.0,0.0,0.8000502801285437,15.811795465396354,88434.0,7369.5
1,NonResidential,Downtown,1996.0,1.0,11.0,103566,Hotel,83880.0,0.8545468590077825,0.1454531409922175,0.7870765132003549,15.870255316732543,103566.0,9415.091
2,Campus,Downtown,1969.0,1.0,41.0,956110,Hotel,756493.0,0.7942517074395206,0.20574829256047944,0.9701094014984468,18.125911335563465,956110.0,23319.756
3,NonResidential,Downtown,1926.0,1.0,10.0,61320,Hotel,61320.0,1.0,0.0,0.9441393453430015,15.813229779085246,61320.0,6132.0
4,NonResidential,Downtown,1980.0,1.0,18.0,175580,Hotel,123445.0,0.6468846110035311,0.3531153889964688,1.0480915783672327,16.478268998341417,175580.0,9754.444
5,Nonresidential COS,Downtown,1999.0,1.0,2.0,97288,Police Stat,50755.0,0.6176506866211661,0.382349313378834,1.1645352602477645,16.39954833600254,97288.0,48644.0
6,NonResidential,Downtown,1926.0,1.0,11.0,83008,Hotel,81352.0,1.0,0.0,0.8579480024177811,15.590646790273812,83008.0,7546.182
7,NonResidential,Downtown,1926.0,1.0,8.0,102761,Other - Ent,102761.0,1.0,0.0,0.7881029529701925,15.811053033477592,102761.0,12845.125
8,NonResidential,Downtown,1904.0,1.0,15.0,163984,Hotel,163984.0,1.0,0.0,0.3646667811061394,16.513347446970112,163984.0,10932.267
9,Multifamily MR (5-9),Downtown,1910.0,1.0,6.0,63712,Multifamily,56132.0,0.9765193370165746,0.023480662983425413,0.37412311471972715,15.433322410886031,63712.0,10618.667
10,NonResidential,Downtown,1969.0,1.0,11.0,153163,Hotel,133884.0,0.8741275634454797,0.12587243655452035,0.17419799235558975,16.592246730130984,153163.0,13923.909
11,NonResidential,Downtown,1998.0,1.0,25.0,333176,Hotel,314559.0,0.8164303551276202,0.18356964487237976,0.1336809856106956,17.140793059073438,333176.0,13327.04
12,NonResidential,Downtown,1928.0,1.0,9.0,65009,Hotel,65009.0,1.0,0.0,0.1345812813958068,15.372129380998462,65009.0,7223.222
13,NonResidential,Downtown,1980.0,1.0,33.0,353111,Hotel,295511.0,0.8368784886338857,0.16312151136611433,0.21016375993653816,16.91932550374369,353111.0,10700.333
14,NonResidential,Downtown,1922.0,1.0,11.0,92190,Hotel,67390.0,0.7266514806378133,0.2733485193621868,0.15226185761984554,16.266812680925863,92190.0,8380.909
15,Nonresidential COS,Downtown,2004.0,1.0,11.0,412000,Library,364913.0,0.8616504854368932,0.1383495145631068,0.07275978028166107,16.587274440116982,412000.0,37454.545
16,NonResidential,Downtown,1930.0,1.0,6.0,103911,Fitness Cen,90000.0,1.0,0.0,0.09719394991107973,16.314938182889158,103911.0,17318.5
17,NonResidential,Downtown,1983.0,1.0,28.0,416281,Hotel,348329.0,0.7958110026640659,0.20418899733593415,0.1199743220351946,17.340676516429134,416281.0,14867.179
18,NonResidential,Downtown,1907.0,1.0,5.0,57452,Social/Meet,16442.0,1.0,0.0,0.12285593155918112,15.819511701743789,57452.0,11490.4
19,NonResidential,Downtown,1916.0,1.0,10.0,104352,Hotel,104352.0,1.0,0.0,0.2715806660936286,15.999798483158653,104352.0,10435.2
20,NonResidential,Downtown,1916.0,1.0,10.0,540360,Courthouse,537150.0,1.0,0.0,0.41234868253992835,17.70488863137247,540360.0,54036.0
21,NonResidential,Downtown,1985.0,1.0,19.0,385274,Other,385274.0,1.0,0.0,0.38539484802700674,17.68161788891614,385274.0,20277.579
22,SPS-District K-12,Southeast,1961.0,1.0,2.0,56228,K-12 School,58916.0,1.0,0.0,8.240528945381216,14.335821800661176,56228.0,28114.0
23,NonResidential,Northeast,2001.0,1.0,6.0,88592,Hotel,67770.0,0.6547543796279574,0.34524562037204265,6.035978450011264,15.167123149324393,88592.0,14765.333
24,NonResidential,Downtown,1928.0,1.0,7.0,126593,College/Uni,125000.0,1.0,0.0,1.3664782306689869,16.313955648089937,126593.0,18084.714
25,NonResidential,Downtown,1930.0,1.0,2.0,67224,Automobile,67224.0,1.0,0.0,0.983282172355249,0.0,67224.0,33612.0
26,NonResidential,East,1991.0,1.0,8.0,158676,Hotel,112676.0,0.8090385439511961,0.19096145604880385,0.7859917021140103,15.492818124646288,158676.0,19834.5
27,NonResidential,Downtown,2001.0,1.0,10.0,171866,Hotel,128909.0,0.7772625184736947,0.22273748152630538,1.307168895444066,16.264884326181242,171866.0,17186.6
28,SPS-District K-12,Central,1955.0,1.0,1.0,126351,K-12 School,126351.0,1.0,0.0,2.7082204399404315,15.059094311791382,126351.0,126351.0
29,NonResidential,Downtown,1978.0,1.0,5.0,68410,Hotel,52210.0,0.7631925157140769,0.2368074842859231,1.2740359698088424,15.291784553103664,68410.0,13682.0
30,SPS-District K-12,North,1949.0,1.0,2.0,160645,K-12 School,164229.0,1.0,0.0,11.901085542537464,15.881219804295435,160645.0,80322.5
31,SPS-District K-12,Magnolia / Queen Anne,1989.0,1.0,2.0,51582,K-12 School,55166.0,1.0,0.0,3.3131370031897744,14.19907628211757,51582.0,25791.0
32,NonResidential,Lake Union,1906.0,1.0,3.0,87262,Office,40943.0,1.0,0.0,6.438555285482674,15.324891643065724,87262.0,29087.333
33,NonResidential,Northeast,1994.0,1.0,4.0,81871,Hotel,81871.0,1.0,0.0,7.062287900374191,15.786522434517313,81871.0,20467.75
34,NonResidential,Northeast,1955.0,1.0,2.0,110356,Self-Storag,26225.0,1.0,0.0,6.740747258383884,12.591675762080136,110356.0,55178.0
35,Campus,Greater Duwamish,1992.0,1.0,3.0,494835,Office,757027.0,1.0,0.0,7.996343442706271,20.17733484928244,494835.0,164945.0
36,Campus,Greater Duwamish,1961.0,3.0,2.0,714095,Non-Refrige,616000.0,1.0,0.0,11.033893075110422,17.627929712962967,238031.667,357047.5
37,SPS-District K-12,Magnolia / Queen Anne,1990.0,1.0,2.0,54986,K-12 School,54986.0,1.0,0.0,7.118672956517304,14.365454004975176,54986.0,27493.0
38,SPS-District K-12,Northeast,1950.0,1.0,2.0,175565,K-12 School,182861.0,1.0,0.0,8.930403537531324,15.841554355612818,175565.0,87782.5
39,NonResidential,Ballard,1961.0,1.0,2.0,94900,Office,55586.0,1.0,0.0,7.719558196604948,15.716627967491549,94900.0,47450.0
40,NonResidential,Greater Duwamish,1900.0,1.0,2.0,52554,Office,51029.0,1.0,0.0,3.270579727031599,14.692725062246607,52554.0,26277.0
41,NonResidential,Northwest,1954.0,1.0,3.0,175015,K-12 School,175015.0,1.0,0.0,9.200520935690195,15.963230532647321,175015.0,58338.333
42,NonResidential,Downtown,1911.0,1.0,3.0,70586,Self-Storag,38439.0,1.0,0.0,1.652332173286751,14.477186098599612,70586.0,23528.667
43,NonResidential,Downtown,1969.0,1.0,24.0,332210,Hotel,348630.0,0.3800006020288372,0.6199993979711628,0.3747902463246865,16.544456187730493,332210.0,13842.083
44,NonResidential,Downtown,1973.0,1.0,5.0,168115,Office,103362.0,1.0,0.0,0.6594656308256035,16.07389148500564,168115.0,33623.0
45,NonResidential,Downtown,1920.0,1.0,2.0,57428,Other - Mal,51747.0,1.0,0.0,0.6559035644134654,13.967419942249833,57428.0,28714.0
46,NonResidential,Downtown,1910.0,1.0,8.0,59400,Office,49958.0,1.0,0.0,0.6466605635144006,15.129237989683109,59400.0,7425.0
47,NonResidential,Downtown,1926.0,1.0,2.0,52549,Other - Ent,23500.0,1.0,0.0,0.49774414724515276,16.59669442340312,52549.0,26274.5
48,NonResidential,Downtown,1930.0,1.0,20.0,98634,Hotel,83591.0,0.8981791268730863,0.10182087312691364,0.7016476485372495,15.398973010310902,98634.0,4931.7
49,Campus,Downtown,1982.0,1.0,34.0,1083197,Hotel,994212.0,0.8554436542937249,0.14455634570627504,0.5282085835778407,18.268346212262564,1083197.0,31858.735
50,NonResidential,Downtown,1985.0,1.0,7.0,71150,Hotel,41340.0,1.0,0.0,0.812236366606683,15.501419484083254,71150.0,10164.286
51,NonResidential,Downtown,1908.0,1.0,7.0,122810,Hotel,88360.0,1.0,0.0,0.9017584548684197,15.678960645375051,122810.0,17544.286
52,NonResidential,Lake Union,1959.0,1.0,5.0,113173,Hotel,70627.0,0.6240622763379958,0.3759377236620042,1.7664428229656686,15.524649632079694,113173.0,22634.6
53,NonResidential,Lake Union,2000.0,1.0,7.0,150453,Hotel,110547.0,0.7691305590450174,0.23086944095498263,1.7303762521570896,15.77100753475551,150453.0,21493.286
54,NonResidential,Lake Union,1997.0,1.0,6.0,116300,Hotel,88490.0,0.7575236457437661,0.24247635425623387,1.7679366031162715,15.594377271650366,116300.0,19383.333
55,NonResidential,Magnolia / Queen Anne,1998.0,1.0,6.0,155602,Hotel,155602.0,0.7638590763614863,0.23614092363851363,2.579808266538994,15.76828324868053,155602.0,25933.667
56,NonResidential,East,1911.0,1.0,3.0,56072,K-12 School,56072.0,1.0,0.0,3.623288565422432,15.095115951980882,56072.0,18690.667
57,NonResidential,Magnolia / Queen Anne,1999.0,1.0,4.0,122942,Hotel,78051.0,0.6348603406484359,0.36513965935156417,2.308916849176525,15.548927117997009,122942.0,30735.5
58,NonResidential,Central,1962.0,1.0,2.0,54984,Office,54984.0,1.0,0.0,1.704803438555018,15.115143753490637,54984.0,27492.0
59,NonResidential,Southwest,1922.0,1.0,5.0,371257,Senior Care,296313.0,0.7981344459498407,0.20186555405015932,6.315570690886438,17.685615989777833,371257.0,74251.4
60,NonResidential,Northwest,1970.0,1.0,2.0,93397,Senior Care,93397.0,1.0,0.0,13.24901373952874,16.669366833601558,93397.0,46698.5
61,NonResidential,Lake Union,2008.0,1.0,6.0,84103,Hotel,63371.0,0.7534927410437202,0.2465072589562798,1.5211467811954429,15.296476827054535,84103.0,14017.167
62,SPS-District K-12,Southwest,1948.0,1.0,2.0,53352,K-12 School,90000.0,1.0,0.0,11.260185278430747,14.523836025806945,53352.0,26676.0
63,NonResidential,East,1965.0,1.0,3.0,241014,Medical Off,179014.0,0.4950127378492536,0.5049872621507464,1.0605908914275106,16.511749682098532,241014.0,80338.0
64,NonResidential,East,1908.0,1.0,7.0,76631,Hotel,76631.0,1.0,0.0,0.4957606721909522,15.838802492963538,76631.0,10947.286
65,NonResidential,East,1983.0,1.0,6.0,99780,Medical Off,40174.0,0.9063840448987773,0.09361595510122268,0.4971160005893904,16.5129365885677,99780.0,16630.0
66,NonResidential,Lake Union,1929.0,1.0,2.0,58320,Retail Stor,62280.0,1.0,0.0,1.852512315156467,13.739542298856943,58320.0,29160.0
67,NonResidential,Lake Union,2010.0,1.0,5.0,316306,Office,247882.0,1.0,0.0,2.0324045723530393,16.61166577115252,316306.0,63261.2
68,NonResidential,Lake Union,1990.0,1.0,7.0,282863,Hotel,235788.0,0.8417396407448129,0.15826035925518714,2.250013182764925,16.768271915135106,282863.0,40409.0
69,Nonresidential COS,Magnolia / Queen Anne,1962.0,1.0,1.0,389000,Other,368000.0,1.0,0.0,2.1995243068371435,17.094443163457612,389000.0,389000.0
70,Nonresidential COS,Magnolia / Queen Anne,1962.0,1.0,1.0,91213,Other,65000.0,1.0,0.0,2.4099546791390103,15.601821795830014,91213.0,91213.0
71,Nonresidential COS,Magnolia / Queen Anne,1938.0,1.0,5.0,396085,Other,278500.0,1.0,0.0,2.1995243068371435,17.18960032576655,396085.0,79217.0
72,NonResidential,Lake Union,2010.0,1.0,12.0,571329,Office,598801.0,1.0,0.0,1.6884967156195267,17.48098567992313,571329.0,47610.75
73,Nonresidential COS,Magnolia / Queen Anne,1962.0,1.0,2.0,52000,Other,52000.0,1.0,0.0,2.4195049252553,14.860808827745075,52000.0,26000.0
74,Nonresidential COS,Magnolia / Queen Anne,1928.0,1.0,1.0,60696,Other,108000.0,1.0,0.0,2.4484523379973493,12.53226758602054,60696.0,60696.0
75,Nonresidential COS,Magnolia / Queen Anne,1928.0,1.0,2.0,262048,Other,296000.0,1.0,0.0,2.4484523379973493,16.931405478097908,262048.0,131024.0
76,NonResidential,Magnolia / Queen Anne,1986.0,1.0,2.0,66240,Office,45900.0,0.9644927536231884,0.035507246376811595,2.3163146208388454,15.302283424599821,66240.0,33120.0
77,NonResidential,Magnolia / Queen Anne,2010.0,1.0,6.0,920598,Office,729584.0,0.6700981318664607,0.3299018681335393,2.2035821835410294,17.471226972118366,920598.0,153433.0
78,NonResidential,Magnolia / Queen Anne,1970.0,1.0,4.0,76213,Office,48546.0,0.6597693306916143,0.3402306693083857,2.536040736015188,15.114125091458453,76213.0,19053.25
79,NonResidential,Magnolia / Queen Anne,2002.0,1.0,6.0,96910,Hotel,59976.0,0.6188835001547828,0.3811164998452172,2.6378967334988697,15.624541266954354,96910.0,16151.667
80,NonResidential,Northeast,1962.0,2.0,4.0,50017,Hotel,50017.0,1.0,0.0,5.831448646999087,15.516664380365027,25008.5,12504.25
81,SPS-District K-12,Delridge,1999.0,1.0,3.0,74468,K-12 School,75364.0,1.0,0.0,5.119729324927248,14.356400826885494,74468.0,24822.667
82,NonResidential,East,1923.0,1.0,3.0,67743,K-12 School,67743.0,1.0,0.0,2.7899652596009674,15.069008399231635,67743.0,22581.0
83,NonResidential,East,1908.0,1.0,6.0,194104,K-12 School,199980.40625,1.0,0.0,3.0676276263514155,15.81040962694599,194104.0,32350.667
84,NonResidential,Southeast,2003.0,1.0,3.0,99433,Office,63681.0,0.6404413021833798,0.35955869781662025,3.3765699091749406,15.420750270275438,99433.0,33144.333
85,SPS-District K-12,Southeast,1991.0,1.0,2.0,60725,K-12 School,60725.0,1.0,0.0,4.809104725028264,14.618940718948775,60725.0,30362.5
86,SPS-District K-12,Greater Duwamish,1957.0,1.0,1.0,130862,K-12 School,139310.0,1.0,0.0,4.913036347644102,15.860633780098281,130862.0,130862.0
87,SPS-District K-12,Southeast,1989.0,1.0,3.0,59955,K-12 School,59955.0,1.0,0.0,7.100918093047271,14.385219523692612,59955.0,19985.0
88,SPS-District K-12,Magnolia / Queen Anne,1964.0,1.0,2.0,93218,K-12 School,93218.0,1.0,0.0,3.9563570533908448,14.93529626598982,93218.0,46609.0
89,NonResidential,Northeast,1941.0,1.0,4.0,56521,Other,49000.0,1.0,0.0,7.778911519791444,15.562560973949331,56521.0,14130.25
90,NonResidential,Northeast,1929.0,1.0,2.0,228385,Other,129396.0,0.5618363727915581,0.4381636272084419,7.790979214755964,15.111123292232843,228385.0,114192.5
91,NonResidential,Northwest,2001.0,1.0,4.0,51390,Hotel,51390.0,1.0,0.0,13.96045953334865,15.088586037748485,51390.0,12847.5
92,SPS-District K-12,Northwest,1963.0,1.0,2.0,131013,K-12 School,131909.0,1.0,0.0,13.262824599079552,15.277196094366198,131013.0,65506.5
93,SPS-District K-12,Northwest,1959.0,1.0,1.0,245587,K-12 School,249171.0,1.0,0.0,13.292533739019124,16.349308160493162,245587.0,245587.0
94,NonResidential,Northwest,2002.0,1.0,3.0,69138,Hotel,70609.0,1.0,0.0,13.28863685186244,15.032531316293769,69138.0,23046.0
95,SPS-District K-12,Lake Union,1991.0,1.0,3.0,66588,K-12 School,66588.0,1.0,0.0,5.535221979183139,14.618261750303235,66588.0,22196.0
96,NonResidential,Downtown,1904.0,1.0,5.0,190980,Hotel,190980.0,1.0,0.0,0.38522023814380657,15.643380861604687,190980.0,38196.0
97,Nonresidential COS,Downtown,1998.0,1.0,6.0,284100,Other - Ent,189750.0,1.0,0.0,0.4009820514191355,16.51650935625814,284100.0,47350.0
98,Campus,Ballard,1954.0,4.0,5.0,285333,Hospital (G,302661.0,1.0,0.0,7.675254591046319,18.054676834501603,71333.25,57066.6
99,SPS-District K-12,Ballard,1991.0,1.0,2.0,55513,K-12 School,61785.0,1.0,0.0,7.508803976496412,14.297252290950418,55513.0,27756.5
100,Nonresidential COS,Downtown,2006.0,1.0,4.0,61156,Fire Statio,42755.0,1.0,0.0,0.6289691148422685,16.0598700678958,61156.0,15289.0
101,NonResidential,Downtown,1910.0,1.0,4.0,72820,Museum,58000.0,0.8102169733589674,0.1897830266410327,1.1385469242611679,14.660405605335578,72820.0,18205.0
102,NonResidential,Magnolia / Queen Anne,1996.0,1.0,4.0,162222,Hotel,113702.0,0.9124656335145664,0.08753436648543354,2.4725913212615542,15.895197569513916,162222.0,40555.5
103,SPS-District K-12,Southeast,1990.0,1.0,4.0,289588,K-12 School,289558.0,1.0,0.0,4.435453515539255,15.967296830701505,289588.0,72397.0
104,NonResidential,East,1915.0,1.0,3.0,64820,College/Uni,64820.0,1.0,0.0,1.2435037788049885,15.215319866857515,64820.0,21606.667
105,Campus,Delridge,1970.0,27.0,2.0,529343,College/Uni,529343.0,1.0,0.0,6.7680743001174175,17.48763596862452,19605.296,264671.5
106,NonResidential,Northeast,2002.0,1.0,2.0,96300,Office,92300.0,1.0,0.0,9.491654178588913,16.676352287093824,96300.0,48150.0
107,Nonresidential COS,Greater Duwamish,1950.0,1.0,1.0,67356,Repair Serv,67772.0,1.0,0.0,1.437107583639853,15.762916730275691,67356.0,67356.0
108,SPS-District K-12,Central,2008.0,1.0,3.0,254523,K-12 School,258107.0,1.0,0.0,2.2897229056782904,16.45587867098463,254523.0,84841.0
109,SPS-District K-12,Southeast,2001.0,1.0,3.0,78804,K-12 School,78804.0,1.0,0.0,11.559806793969951,14.840135290305309,78804.0,26268.0
110,SPS-District K-12,Central,2002.0,1.0,3.0,66994,K-12 School,68127.0,1.0,0.0,3.16296673612477,14.776594907013797,66994.0,22331.333
111,SPS-District K-12,Greater Duwamish,2000.0,1.0,3.0,98357,K-12 School,98357.0,1.0,0.0,9.156415561240907,15.150129117339475,98357.0,32785.667
112,NonResidential,Greater Duwamish,1958.0,1.0,1.0,54765,Office,25765.0,1.0,0.0,8.369171739385795,15.370153473252358,54765.0,54765.0
113,NonResidential,Greater Duwamish,2009.0,1.0,5.0,89821,Other - Lod,46483.0,1.0,0.0,8.476626554687861,14.743357063950901,89821.0,17964.2
114,NonResidential,Magnolia / Queen Anne,1980.0,1.0,2.0,52611,College/Uni,52611.0,1.0,0.0,5.48643922685864,15.30995986418462,52611.0,26305.5
115,Multifamily LR (1-4),Magnolia / Queen Anne,2001.0,1.0,4.0,139600,Residence H,135520.0,0.7313753581661891,0.2686246418338109,5.471061460586223,15.418642730946063,139600.0,34900.0
116,SPS-District K-12,North,2011.0,1.0,2.0,236758,K-12 School,242134.0,1.0,0.0,11.624224334334643,16.060722225769794,236758.0,118379.0
117,NonResidential,Central,1971.0,3.0,6.0,250981,Other,137565.0,1.0,0.0,1.257604789297382,16.459425854242667,83660.333,41830.167
118,SPS-District K-12,Northwest,2002.0,1.0,3.0,62526,K-12 School,62526.0,1.0,0.0,9.250848619568455,14.600244061554239,62526.0,20842.0
119,NonResidential,Greater Duwamish,2007.0,1.0,3.0,64015,Office,30000.0,1.0,0.0,7.880488628520837,14.858074052231137,64015.0,21338.333
120,Campus,North,1951.0,1.0,1.0,530039,Retail Stor,505103.0,1.0,0.0,11.28488545911814,17.240132138363865,530039.0,530039.0
121,NonResidential,North,1964.0,1.0,3.0,54224,Other/Speci,47012.0,1.0,0.0,11.194883407977766,15.650618188265364,54224.0,18074.667
122,NonResidential,North,1965.0,1.0,4.0,124342,Retail Stor,122000.0,1.0,0.0,11.128199344938329,15.973334930483992,124342.0,31085.5
123,Campus,Northeast,1953.0,10.0,10.0,879000,Hospital (G,897371.0,1.0,0.0,7.302383525249507,19.368545058684283,87900.0,87900.0
124,NonResidential,Northwest,1996.0,1.0,3.0,55442,Financial O,28636.0,1.0,0.0,11.49451316492576,15.100274420648741,55442.0,18480.667
125,SPS-District K-12,Ballard,1999.0,1.0,2.0,242795,K-12 School,242795.0,1.0,0.0,8.46015008537383,16.023349052312295,242795.0,121397.5
126,NonResidential,East,1910.0,1.0,5.0,84870,Self-Storag,85521.0,1.0,0.0,1.3149452450023227,14.040220282189162,84870.0,16974.0
127,Campus,Northwest,1970.0,11.0,2.0,694072,College/Uni,653167.0,0.8391737456632741,0.16082625433672587,10.359907244428516,17.504084390380658,63097.455,347036.0
128,SPS-District K-12,Southeast,1952.0,1.0,2.0,173185,K-12 School,173185.0,1.0,0.0,7.64647862497789,15.870615092568602,173185.0,86592.5
129,SPS-District K-12,Delridge,1963.0,1.0,1.0,145341,K-12 School,129213.0,1.0,0.0,6.7875535329084755,15.560442972362235,145341.0,145341.0
130,NonResidential,Greater Duwamish,1904.0,1.0,4.0,114297,Non-Refrige,114297.0,1.0,0.0,6.162780925183642,14.61179110091638,114297.0,28574.25
131,SPS-District K-12,Southeast,1960.0,1.0,2.0,184125,K-12 School,183357.0,1.0,0.0,10.397187747051559,16.09795610491139,184125.0,92062.5
132,SPS-District K-12,Ballard,1959.0,1.0,1.0,160270,K-12 School,158606.0,1.0,0.0,10.629885112537192,15.691015256680082,160270.0,160270.0
133,NonResidential,Greater Duwamish,1937.0,1.0,1.0,234144,Non-Refrige,234144.0,1.0,0.0,5.248034927322265,15.830530305027066,234144.0,234144.0
134,NonResidential,Delridge,1966.0,1.0,1.0,64984,Retail Stor,65425.0,1.0,0.0,9.649389088074345,14.945178909296931,64984.0,64984.0
135,NonResidential,Delridge,1965.0,1.0,1.0,67745,Retail Stor,67782.0,1.0,0.0,9.649389088074345,16.051188139310593,67745.0,67745.0
136,SPS-District K-12,Delridge,2010.0,1.0,2.0,367884,K-12 School,367884.0,1.0,0.0,8.918335774017605,16.3666833762723,367884.0,183942.0
137,SPS-District K-12,Delridge,1958.0,1.0,1.0,46797,K-12 School,46797.0,1.0,0.0,10.250427925540741,14.740122571739311,46797.0,46797.0
138,SPS-District K-12,Central,1963.0,1.0,3.0,136188,K-12 School,137084.0,1.0,0.0,2.2871296315626783,15.499199453754079,136188.0,45396.0
139,NonResidential,Ballard,1973.0,1.0,3.0,56000,Other,56000.0,1.0,0.0,9.289656440792307,14.499655022916869,56000.0,18666.667
140,SPS-District K-12,Southeast,2004.0,1.0,2.0,67371,K-12 School,67371.0,1.0,0.0,8.277419764804085,14.659745733115406,67371.0,33685.5
141,NonResidential,Southwest,1969.0,1.0,2.0,52088,Self-Storag,52088.0,1.0,0.0,7.597419873116085,14.15668689152337,52088.0,26044.0
142,SPS-District K-12,Lake Union,2010.0,1.0,3.0,127776,K-12 School,127776.0,1.0,0.0,5.6750212602729295,15.310292216261702,127776.0,42592.0
143,NonResidential,Lake Union,1998.0,1.0,5.0,123920,Hotel,123920.0,0.7579083279535184,0.2420916720464816,2.625211947218621,16.020590975007742,123920.0,24784.0
144,Nonresidential COS,Lake Union,1900.0,1.0,1.0,50000,Museum,43000.0,1.0,0.0,2.4023623080863588,15.870603053028189,50000.0,50000.0
145,Nonresidential COS,Magnolia / Queen Anne,1926.0,1.0,2.0,50292,Non-Refrige,42345.0,1.0,0.0,2.2874690473763644,12.760507356263448,50292.0,25146.0
146,NonResidential,Magnolia / Queen Anne,1998.0,1.0,7.0,207656,Hotel,141591.0,0.7383124012790384,0.2616875987209616,2.484168996722775,16.29434438879065,207656.0,29665.143
147,SPS-District K-12,Ballard,1999.0,1.0,2.0,67235,K-12 School,67235.0,1.0,0.0,9.13659623123046,14.746542108159927,67235.0,33617.5
148,Nonresidential COS,Northwest,1957.0,1.0,2.0,91130,Office,57968.0,1.0,0.0,10.501939128304338,16.059695266191667,91130.0,45565.0
149,SPS-District K-12,Southwest,1991.0,1.0,3.0,58118,K-12 School,59014.0,1.0,0.0,8.466318363469647,14.19029538604303,58118.0,19372.667
150,NonResidential,Northwest,1968.0,1.0,4.0,64893,Hotel,64893.0,1.0,0.0,11.44863052926366,15.806591267094209,64893.0,16223.25
151,SPS-District K-12,North,1989.0,1.0,2.0,52792,K-12 School,55480.0,1.0,0.0,10.265431131127885,14.15893633047854,52792.0,26396.0
152,SPS-District K-12,Greater Duwamish,1925.0,1.0,1.0,70762,K-12 School,69226.0,1.0,0.0,8.045406303324638,15.288055663115879,70762.0,70762.0
154,NonResidential,Greater Duwamish,1999.0,1.0,6.0,1585960,Other - Ent,1585960.0,0.7933869706676082,0.20661302933239173,1.1970683076697994,18.04695312612722,1585960.0,264326.667
155,Nonresidential COS,Greater Duwamish,1924.0,1.0,2.0,179161,Distributio,117476.0,1.0,0.0,3.8157292496306976,16.121254556358885,179161.0,89580.5
156,Nonresidential COS,Greater Duwamish,1965.0,1.0,2.0,50000,Non-Refrige,40831.0,1.0,0.0,3.8157292496306976,15.337633811059666,50000.0,25000.0
157,NonResidential,Greater Duwamish,1999.0,1.0,3.0,1172127,Other - Ent,1172127.0,1.0,0.0,1.7102538302005914,18.0363175510531,1172127.0,390709.0
158,NonResidential,Greater Duwamish,2005.0,1.0,9.0,168449,Hotel,135006.0,0.9135227873124804,0.08647721268751966,1.507146213478179,16.40106259966497,168449.0,18716.556
159,NonResidential,Greater Duwamish,1916.0,1.0,4.0,79600,Non-Refrige,79600.0,1.0,0.0,3.9498980583931522,14.423526774268051,79600.0,19900.0
160,SPS-District K-12,Lake Union,1997.0,1.0,4.0,241066,K-12 School,241066.0,1.0,0.0,6.004338264093036,15.503304279134532,241066.0,60266.5
161,Campus,Greater Duwamish,1980.0,14.0,2.0,334368,Office,240984.0,0.9046738922384917,0.09532610776150828,9.227851547698126,17.738816491092386,23883.429,167184.0
162,NonResidential,North,2008.0,1.0,6.0,394712,Parking,335109.0,0.15100376983724842,0.8489962301627516,10.754538320584807,16.02623942936687,394712.0,65785.333
163,NonResidential,Magnolia / Queen Anne,2002.0,1.0,4.0,110785,Multifamily,58563.0,0.6463510403032902,0.35364895969670984,2.74147180151948,16.200010144209266,110785.0,27696.25
164,Multifamily MR (5-9),Downtown,2003.0,1.0,7.0,116947,Multifamily,81740.0,0.0,0.0,1.048181566974612,16.198677536326358,116947.0,16706.714
166,NonResidential,Downtown,1999.0,1.0,1.0,934292,Hotel,495536.0,1.0,0.0,0.7338613060977802,18.00088854649182,934292.0,934292.0
167,Campus,Central,1990.0,6.0,5.0,597519,Hospital (G,601615.0,1.0,0.0,1.6849687309629315,18.80489454753803,99586.5,119503.8
168,SPS-District K-12,Delridge,1999.0,1.0,1.0,71714,K-12 School,71714.0,1.0,0.0,9.090434624646731,14.759702991691865,71714.0,71714.0
169,NonResidential,Lake Union,1991.0,1.0,3.0,75397,Self-Storag,67236.0,0.8917596190829874,0.10824038091701262,5.036196026823154,13.339230472914236,75397.0,25132.333
170,Campus,East,2000.0,9.0,8.0,1926841,Hospital (G,1724189.0,1.0,0.0,0.6711234026118809,19.47133642844336,214093.444,240855.125
171,NonResidential,Downtown,1999.0,1.0,5.0,102796,Senior Care,55259.0,0.8773201291879061,0.12267987081209386,1.348344407945783,16.222762285936618,102796.0,20559.2
172,SPS-District K-12,Southwest,2002.0,1.0,2.0,208981,K-12 School,208981.0,1.0,0.0,5.118214870768885,15.949758534470815,208981.0,104490.5
173,Multifamily MR (5-9),East,1909.0,1.0,6.0,51976,Multifamily,50350.0,1.0,0.0,0.8823695173739117,15.322586676299656,51976.0,8662.667
174,NonResidential,Northeast,1928.0,1.0,2.0,55653,K-12 School,55500.0,1.0,0.0,6.7563440515091,14.348710132691396,55653.0,27826.5
175,NonResidential,Northeast,1931.0,1.0,16.0,106860,Hotel,106860.0,1.0,0.0,6.288896383359004,16.28003752899392,106860.0,6678.75
177,NonResidential,Northeast,1952.0,1.0,2.0,56772,Worship Fac,56772.0,1.0,0.0,6.381142911883441,14.890629527102512,56772.0,28386.0
178,NonResidential,Northeast,1952.0,1.0,3.0,103000,Worship Fac,103000.0,1.0,0.0,6.456055885996494,15.538042306701938,103000.0,34333.333
