,BuildingType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,LargestPropertyUseTypeGFA,GFABuildingRate,GFAParkingRate,Distance_from_SeattleKM,Log_SiteEnergyUse,GFAPerBuilding,GFAPerFloor
2805,Multifamily LR (1-4),Central,1912.0,1.0,4.0,24980,Multifamily,24980.0,0.0,0.0,2.044169566607667,14.131732163379112,24980.0,6245.0
2806,Multifamily LR (1-4),Central,1989.0,1.0,4.0,24415,Multifamily,24415.0,0.0,0.0,2.9829214940514324,13.380926098229498,24415.0,6103.75
2807,Multifamily LR (1-4),Central,1910.0,1.0,3.0,31300,Multifamily,31300.0,0.0,0.0,2.759561814393305,13.740402980602463,31300.0,10433.333
2808,NonResidential,East,1921.0,1.0,3.0,31900,College/Uni,26000.0,1.0,0.0,2.2310426765976303,15.238121419090056,31900.0,10633.333
2809,Nonresidential COS,Ballard,1950.0,1.0,2.0,29417,Other - Rec,18489.0,1.0,0.0,9.517576592955491,14.834998196581624,29417.0,14708.5
2810,NonResidential,Downtown,1909.0,1.0,3.0,49299,Office,24099.0,1.0,0.0,1.1215534714545514,15.203601554168358,49299.0,16433.0
2811,Multifamily LR (1-4),Greater Duwamish,2005.0,1.0,3.0,58035,Multifamily,42908.0,0.7383130869303007,0.2616869130696993,5.640873286914106,13.801275911900357,58035.0,19345.0
2812,Multifamily LR (1-4),Greater Duwamish,2005.0,1.0,4.0,54300,Multifamily,41057.0,0.0,0.0,5.720958866518347,14.100186178063877,54300.0,13575.0
2813,Multifamily HR (10+),Downtown,1991.0,1.0,24.0,220018,Multifamily,174428.0,0.0,0.0,0.5767073950334971,16.36778477025097,220018.0,9167.417
2814,NonResidential,Southwest,1997.0,1.0,1.0,31841,Supermarket,30899.0,1.0,0.0,4.769770765255181,16.465590486346517,31841.0,31841.0
2815,Multifamily LR (1-4),Southwest,2000.0,1.0,4.0,76699,Senior Care,57566.0,0.7505443356497478,0.2494556643502523,4.855146864004937,15.27393544631033,76699.0,19174.75
2816,Multifamily LR (1-4),East,1922.0,1.0,3.0,20064,Multifamily,20064.0,0.0,0.0,2.4724586951425587,14.118178344106662,20064.0,6688.0
2817,NonResidential,East,1988.0,1.0,2.0,21036,Parking,11021.0,0.0,0.0,3.8205455363693748,14.827950390377604,21036.0,10518.0
2818,Multifamily MR (5-9),Downtown,1911.0,1.0,5.0,81120,Multifamily,37000.0,0.0,0.0,1.0340970526952005,14.297407477685152,81120.0,16224.0
2819,NonResidential,Northeast,1999.0,1.0,2.0,32928,Parking,24288.0,1.0,0.0,6.37317022207696,15.676280176307799,32928.0,16464.0
2820,NonResidential,Northeast,1954.0,1.0,2.0,20039,Worship Fac,20039.0,1.0,0.0,7.328499101705144,11.479272535402751,20039.0,10019.5
2821,SPS-District K-12,Northeast,1928.0,1.0,2.0,54943,K-12 School,57247.0,1.0,0.0,7.431780594979453,14.817643149876302,54943.0,27471.5
2822,NonResidential,Greater Duwamish,1960.0,1.0,1.0,44476,Non-Refrige,41256.0,1.0,0.0,6.52368852985648,14.340483287849008,44476.0,44476.0
2823,NonResidential,Greater Duwamish,1969.0,1.0,1.0,35017,Office,19785.0,1.0,0.0,6.8301522034836,14.118901134539298,35017.0,35017.0
2824,NonResidential,Northeast,1950.0,1.0,3.0,29084,Residence H,26000.0,1.0,0.0,6.54473201298302,14.402627693225881,29084.0,9694.667
2825,Multifamily MR (5-9),Northeast,1923.0,1.0,7.0,100234,Multifamily,100234.0,0.0,0.0,6.504421572155153,15.626647155479912,100234.0,14319.143
2826,Multifamily LR (1-4),Greater Duwamish,2009.0,1.0,3.0,37361,Multifamily,37361.0,0.0,0.0,9.021813763439699,14.278080296058654,37361.0,12453.667
2827,Multifamily LR (1-4),Downtown,1992.0,1.0,4.0,35655,Multifamily,24389.0,1.0,0.0,0.4660424493956045,14.17179671383472,35655.0,8913.75
2828,Multifamily LR (1-4),Southeast,1900.0,1.0,3.0,48441,Multifamily,29302.0,0.0,0.0,2.9856527998568287,14.552664097569803,48441.0,16147.0
2829,Multifamily MR (5-9),Downtown,2000.0,1.0,5.0,294707,Multifamily,156378.0,0.7571927371932122,0.24280726280678777,1.0071997151948915,16.7833488362163,294707.0,58941.4
2830,Multifamily MR (5-9),Lake Union,2008.0,1.0,6.0,103931,Multifamily,82247.0,1.0,0.0,1.88052916515211,14.851046456060763,103931.0,17321.833
2831,Multifamily LR (1-4),Magnolia / Queen Anne,1999.0,1.0,3.0,36115,Multifamily,30106.0,0.0,0.0,3.463672894255066,13.317490405552967,36115.0,12038.333
2833,NonResidential,Southeast,1963.0,1.0,2.0,22952,Worship Fac,22962.0,1.0,0.0,3.1284928844378346,13.239737662867066,22952.0,11476.0
2834,Multifamily MR (5-9),Southwest,2001.0,1.0,6.0,108066,Multifamily,71549.0,0.0,0.0,6.720100980898011,14.596143523797775,108066.0,18011.0
2835,Multifamily LR (1-4),Southwest,1967.0,1.0,4.0,26528,Multifamily,26528.0,0.0,0.0,6.759478813722042,13.394413657522621,26528.0,6632.0
2836,Multifamily LR (1-4),Northwest,1969.0,1.0,4.0,20851,Multifamily,20851.0,1.0,0.0,8.441565512298368,13.170905534632105,20851.0,5212.75
2837,Multifamily LR (1-4),Lake Union,1990.0,1.0,4.0,36792,Multifamily,36792.0,0.0,0.0,3.3984114155975234,14.16488183242468,36792.0,9198.0
2838,Multifamily LR (1-4),North,1983.0,1.0,3.0,23512,Multifamily,23512.0,0.0,0.0,10.560311917254031,13.474508753321153,23512.0,7837.333
2839,Multifamily LR (1-4),Central,2004.0,1.0,3.0,49518,Multifamily,49528.0,1.0,0.0,2.27784637384935,13.763091235107714,49518.0,16506.0
2840,Multifamily HR (10+),Downtown,2008.0,1.0,20.0,326516,Hotel,252462.0,1.0,0.0,0.548570184379972,17.89285199961196,326516.0,16325.8
2841,Multifamily MR (5-9),Magnolia / Queen Anne,1963.0,1.0,7.0,28277,Multifamily,28227.0,0.0,0.0,3.068574559362305,13.297413561729556,28277.0,4039.571
2842,Multifamily LR (1-4),Magnolia / Queen Anne,1958.0,1.0,4.0,21602,Multifamily,21602.0,0.0,0.0,3.1029573787218063,13.54966124024724,21602.0,5400.5
2843,Multifamily LR (1-4),Magnolia / Queen Anne,1988.0,1.0,3.0,65689,Multifamily,65689.0,0.0,0.0,2.8843487594552073,14.113711116670055,65689.0,21896.333
2844,Multifamily MR (5-9),Ballard,2007.0,1.0,6.0,109222,Multifamily,109222.0,0.0,0.0,8.175284340125446,14.919021992860223,109222.0,18203.667
2845,Multifamily LR (1-4),Southwest,1957.0,2.0,2.0,21596,Multifamily,21596.0,0.0,0.0,6.4791421692193225,13.253616504877566,10798.0,10798.0
2846,NonResidential,Greater Duwamish,1976.0,1.0,1.0,21040,Non-Refrige,21040.0,1.0,0.0,6.87966344093757,13.442575380038965,21040.0,21040.0
2847,NonResidential,Greater Duwamish,1951.0,1.0,2.0,28032,Non-Refrige,30000.0,1.0,0.0,6.823566297531585,14.193137162435036,28032.0,14016.0
2848,NonResidential,Greater Duwamish,1974.0,1.0,1.0,25620,Distributio,25620.0,1.0,0.0,6.9978537181822595,13.22626540498531,25620.0,25620.0
2849,NonResidential,Downtown,1992.0,1.0,3.0,33238,Non-Refrige,33238.0,1.0,0.0,1.1978782887052135,14.286330962932885,33238.0,11079.333
2850,NonResidential,East,1912.0,1.0,4.0,27800,K-12 School,11093.0,1.0,0.0,0.5197251933664562,14.092201511255592,27800.0,6950.0
2851,Multifamily LR (1-4),Central,2002.0,1.0,4.0,26255,Multifamily,26255.0,0.0,0.0,1.967877681427597,13.490493892515765,26255.0,6563.75
2852,NonResidential,Downtown,2000.0,1.0,6.0,306027,Office,222807.0,0.7449604119897918,0.25503958801020826,0.3482494318244066,16.32201201897669,306027.0,51004.5
2853,Multifamily LR (1-4),Central,1999.0,1.0,3.0,21158,Multifamily,17635.0,0.0,0.0,2.472647266427771,12.818126866574309,21158.0,7052.667
2854,Multifamily LR (1-4),East,1913.0,1.0,4.0,26355,Multifamily,26355.0,0.0,0.0,1.3685546952582441,14.59383860782311,26355.0,6588.75
2855,Multifamily MR (5-9),Downtown,1998.0,1.0,7.0,74162,Multifamily,62285.0,0.0,0.0,1.6545396883398316,14.857906312613752,74162.0,10594.571
2856,NonResidential,Southwest,1998.0,1.0,1.0,33706,Supermarket,31746.0,1.0,0.0,7.988986539495253,16.079332784977023,33706.0,33706.0
2857,Multifamily LR (1-4),Southeast,1963.0,1.0,3.0,27984,Multifamily,27984.0,0.0,0.0,6.826608674220674,13.924386711518776,27984.0,9328.0
2858,NonResidential,Magnolia / Queen Anne,1961.0,1.0,2.0,37600,Non-Refrige,18400.0,1.0,0.0,6.202750027161904,13.872951293058938,37600.0,18800.0
2859,Multifamily HR (10+),East,1969.0,1.0,10.0,139127,Multifamily,139127.0,0.0,0.0,1.4434296014092425,15.62761433781696,139127.0,13912.7
2860,Multifamily LR (1-4),East,1965.0,1.0,4.0,26153,Multifamily,22729.0,0.0,0.0,1.4883921999453473,13.290007115111042,26153.0,6538.25
2861,Multifamily MR (5-9),East,1924.0,1.0,7.0,95611,Multifamily,95611.0,1.0,0.0,1.5440626753473166,16.00872733701761,95611.0,13658.714
2862,Multifamily MR (5-9),East,1928.0,1.0,5.0,32980,Multifamily,32980.0,0.0,0.0,1.496309163951581,14.263778497439372,32980.0,6596.0
2863,Multifamily HR (10+),Downtown,1973.0,1.0,26.0,187080,Multifamily,181135.0,1.0,0.0,1.1186119887594446,15.706134262640058,187080.0,7195.385
2864,NonResidential,Magnolia / Queen Anne,1956.0,1.0,2.0,36771,Other,34856.0,1.0,0.0,3.689714849820344,15.493204697295978,36771.0,18385.5
2865,Multifamily HR (10+),East,1970.0,1.0,21.0,94000,Multifamily,140000.0,0.0,0.0,0.39651751231693844,15.500227635009807,94000.0,4476.19
2866,Multifamily LR (1-4),North,1974.0,1.0,3.0,35333,Multifamily,30933.0,0.0,0.0,12.663518705492347,13.67746764658333,35333.0,11777.667
2867,Multifamily LR (1-4),Northwest,2004.0,1.0,4.0,39331,Multifamily,39331.0,1.0,0.0,7.620129469409856,14.236379252676606,39331.0,9832.75
2868,Multifamily LR (1-4),Lake Union,2008.0,1.0,4.0,57486,Multifamily,48438.0,0.0,0.0,4.739123001749764,14.186263699892718,57486.0,14371.5
2869,SPS-District K-12,Northwest,1954.0,1.0,1.0,42128,K-12 School,43920.0,1.0,0.0,11.304981836696992,14.48491215548477,42128.0,42128.0
2870,Multifamily LR (1-4),Magnolia / Queen Anne,1982.0,1.0,4.0,77966,Multifamily,77966.0,0.0,0.0,8.060786351979443,14.991490595175298,77966.0,19491.5
2871,Multifamily LR (1-4),Magnolia / Queen Anne,1965.0,1.0,3.0,28944,Multifamily,24111.0,0.0,0.0,8.143742505138155,13.766793088027553,28944.0,9648.0
2872,Multifamily MR (5-9),Downtown,1904.0,1.0,5.0,30189,Multifamily,30189.0,1.0,0.0,0.6604916720648647,13.563622420500865,30189.0,6037.8
2873,Multifamily LR (1-4),Central,2004.0,1.0,4.0,44432,Multifamily,21930.0,0.0,0.0,2.7143701097975734,14.111543725251929,44432.0,11108.0
2874,Multifamily LR (1-4),Southwest,1926.0,1.0,3.0,23671,Multifamily,23671.0,0.0,0.0,4.79768182978566,13.629494560119397,23671.0,7890.333
2875,SPS-District K-12,Ballard,1932.0,1.0,2.0,44753,K-12 School,46545.0,1.0,0.0,9.889800933493026,13.248254564093696,44753.0,22376.5
2876,Multifamily LR (1-4),East,1989.0,1.0,4.0,20380,Multifamily,28744.0,0.0,0.0,1.5104336165713583,13.415643439334227,20380.0,5095.0
2877,Multifamily LR (1-4),Central,2002.0,1.0,4.0,29808,Multifamily,25586.0,0.0,0.0,1.5663424905835257,13.88306850043283,29808.0,7452.0
2878,Multifamily LR (1-4),East,1969.0,1.0,4.0,27878,Multifamily,23084.0,1.0,0.0,2.477322512750789,13.406428165363975,27878.0,6969.5
2879,Multifamily LR (1-4),East,1910.0,2.0,3.0,23597,Multifamily,34120.0,1.0,0.0,1.1041244884674124,14.148891951418673,11798.5,7865.667
2880,NonResidential,East,1912.0,1.0,3.0,33708,Other,33708.0,1.0,0.0,1.0490762627713868,13.307829464144362,33708.0,11236.0
2881,Multifamily LR (1-4),East,1910.0,1.0,3.0,24682,Multifamily,17822.0,0.0,0.0,1.1228299667681305,14.841238843072123,24682.0,8227.333
2882,Multifamily MR (5-9),Southeast,2012.0,1.0,5.0,121773,Multifamily,121000.0,0.7900355579644092,0.2099644420355908,6.498183610435415,14.914157346037273,121773.0,24354.6
2883,Multifamily LR (1-4),Northeast,1994.0,1.0,3.0,50095,Multifamily,26170.0,0.6969957081545064,0.30300429184549355,10.567563172450306,13.69184575859933,50095.0,16698.333
2884,Multifamily HR (10+),Downtown,2007.0,1.0,12.0,175353,Multifamily,138566.0,1.0,0.0,1.7884980497463772,15.650921135992125,175353.0,14612.75
2885,Multifamily LR (1-4),Greater Duwamish,1980.0,1.0,4.0,26245,Multifamily,26245.0,0.0,0.0,4.026571086985632,13.567531293977614,26245.0,6561.25
2886,Multifamily LR (1-4),Northwest,1987.0,4.0,3.0,103345,Multifamily,92010.0,1.0,0.0,11.89523265552529,15.264398894567712,25836.25,34448.333
2887,Multifamily MR (5-9),Northwest,2005.0,1.0,6.0,93191,Multifamily,65434.0,0.0,0.0,11.862355115548436,14.44600250954484,93191.0,15531.833
2888,Multifamily LR (1-4),North,1999.0,1.0,4.0,40317,Multifamily,31856.0,0.0,0.0,12.566035810048678,13.795900340906057,40317.0,10079.25
2889,Multifamily LR (1-4),Lake Union,1991.0,1.0,4.0,31500,Multifamily,24809.0,0.0,0.0,6.127612394462312,13.095955103283025,31500.0,7875.0
2890,Multifamily LR (1-4),North,1976.0,1.0,3.0,21520,Multifamily,21520.0,0.0,0.0,14.105782860096863,12.955681234925729,21520.0,7173.333
2891,Multifamily LR (1-4),North,1976.0,1.0,4.0,21580,Multifamily,21580.0,0.0,0.0,14.10987565612745,13.158545464181923,21580.0,5395.0
2892,Multifamily LR (1-4),North,1969.0,1.0,3.0,97254,Multifamily,97141.0,0.0,0.0,14.061260169199839,14.693470668435928,97254.0,32418.0
2893,Multifamily LR (1-4),North,1975.0,1.0,3.0,28899,Multifamily,28899.0,0.0,0.0,13.753405735845528,13.761586833342307,28899.0,9633.0
2894,Multifamily LR (1-4),North,1975.0,1.0,3.0,57496,Multifamily,57496.0,0.0,0.0,13.946595837020961,14.055160230633158,57496.0,19165.333
2895,Multifamily LR (1-4),North,1985.0,1.0,4.0,48863,Multifamily,49334.0,0.0,0.0,13.950020648633437,13.986418160205263,48863.0,12215.75
2896,Multifamily LR (1-4),North,1966.0,1.0,4.0,165694,Multifamily,180194.0,0.0,0.0,14.013334206563917,15.344024924901081,165694.0,41423.5
2897,NonResidential,Downtown,2006.0,1.0,10.0,392552,Hotel,198400.0,0.9433832969899529,0.05661670301004708,0.3260093225730729,16.76549607398511,392552.0,39255.2
2898,Multifamily LR (1-4),North,1968.0,1.0,3.0,143369,Multifamily,140047.0,0.0,0.0,13.994867766830684,15.016746746169764,143369.0,47789.667
2899,Multifamily LR (1-4),North,1976.0,1.0,3.0,44230,Multifamily,79013.0,0.0,0.0,14.194048997001804,14.488605912680661,44230.0,14743.333
2900,NonResidential,North,1948.0,1.0,2.0,47237,Other,47661.0,1.0,0.0,14.242218698290712,15.614179435493265,47237.0,23618.5
2901,Multifamily HR (10+),Downtown,2007.0,1.0,13.0,187139,Multifamily,187139.0,1.0,0.0,1.770517438797312,15.627135969477537,187139.0,14395.308
2902,Multifamily MR (5-9),East,1990.0,2.0,5.0,57091,Multifamily,57091.0,0.0,0.0,1.1679298426280706,14.22191472501854,28545.5,11418.2
2903,Multifamily LR (1-4),Northeast,1958.0,4.0,3.0,30240,Multifamily,30240.0,0.0,0.0,6.877266937771114,13.700981262212904,7560.0,10080.0
2904,Multifamily LR (1-4),North,1979.0,1.0,3.0,21798,Multifamily,18171.0,0.0,0.0,10.393250089204116,13.296247144294775,21798.0,7266.0
2905,Multifamily LR (1-4),Northeast,1981.0,1.0,3.0,42448,Multifamily,42443.0,1.0,0.0,9.91642426271833,14.07993539031054,42448.0,14149.333
2906,Multifamily MR (5-9),Lake Union,2002.0,1.0,5.0,125241,Multifamily,138442.0,0.0,0.0,4.587586128183026,15.581300724980473,125241.0,25048.2
2907,Multifamily MR (5-9),Southwest,1997.0,1.0,6.0,21900,Multifamily,21900.0,0.0,0.0,4.884215641340931,13.407256564528174,21900.0,3650.0
2908,Multifamily LR (1-4),East,1931.0,1.0,4.0,32430,Multifamily,32430.0,0.0,0.0,1.8989917500384197,14.176074355500345,32430.0,8107.5
2909,Multifamily LR (1-4),Southeast,1971.0,1.0,4.0,87696,Multifamily,87696.0,1.0,0.0,10.608131835462293,14.763619576356694,87696.0,21924.0
2910,Multifamily LR (1-4),East,1984.0,1.0,4.0,50299,Multifamily,41299.0,1.0,0.0,1.6107987662752354,14.358599164184334,50299.0,12574.75
2911,Multifamily LR (1-4),Magnolia / Queen Anne,1949.0,1.0,4.0,34882,Multifamily,28735.0,0.8237773063471131,0.17622269365288687,3.379081451485204,14.746110522701551,34882.0,8720.5
2912,Multifamily LR (1-4),East,1980.0,1.0,4.0,26808,Multifamily,26808.0,0.0,0.0,3.320166301534826,13.776058588073214,26808.0,6702.0
2913,SPS-District K-12,Ballard,1989.0,1.0,2.0,57298,K-12 School,59986.0,1.0,0.0,8.719924929609345,14.355015908377666,57298.0,28649.0
2914,Multifamily HR (10+),East,1981.0,1.0,18.0,78538,Multifamily,78538.0,0.0,0.0,0.671628681005513,15.60717260578035,78538.0,4363.222
2915,NonResidential,Northeast,1997.0,1.0,1.0,76585,Supermarket,41447.0,0.4961807142390808,0.5038192857609193,8.52539094506763,16.27849661414807,76585.0,76585.0
2916,NonResidential,Northeast,1938.0,1.0,3.0,26373,Worship Fac,26373.0,1.0,0.0,6.439976076197264,13.961286337438636,26373.0,8791.0
2917,Multifamily MR (5-9),Magnolia / Queen Anne,2004.0,1.0,6.0,40128,Multifamily,40128.0,0.0,0.0,3.4262704708146074,14.362582716782011,40128.0,6688.0
2918,Multifamily LR (1-4),Magnolia / Queen Anne,1985.0,1.0,4.0,24581,Multifamily,24948.0,0.0,0.0,2.74528408435563,13.35274338231611,24581.0,6145.25
2919,Multifamily LR (1-4),Magnolia / Queen Anne,1978.0,1.0,3.0,34066,Multifamily,34066.0,0.0,0.0,2.4910873647834695,13.691440126117307,34066.0,11355.333
2920,Campus,Central,1956.0,6.0,2.0,75868,Office,50379.0,1.0,0.0,3.575094778786069,15.529791342101683,12644.667,37934.0
2921,Multifamily LR (1-4),East,1911.0,2.0,4.0,33430,Multifamily,33433.0,0.0,0.0,2.3642427950778937,14.724923894678401,16715.0,8357.5
2922,Multifamily LR (1-4),East,2001.0,1.0,4.0,28878,Multifamily,18297.0,0.0,0.0,2.278311077612612,13.377888345574519,28878.0,7219.5
2923,NonResidential,East,1947.0,1.0,2.0,21656,Other - Ent,5656.0,1.0,0.0,2.2655299280397556,14.34540810094784,21656.0,10828.0
2924,Multifamily HR (10+),Northeast,1971.0,1.0,11.0,72831,Multifamily,46104.0,0.0,0.0,6.490697242236505,14.827316993975726,72831.0,6621.0
2925,Multifamily MR (5-9),Northeast,2006.0,1.0,6.0,82254,Multifamily,60490.0,0.7354049651080798,0.26459503489192016,6.5951269841918725,14.323053349126987,82254.0,13709.0
2927,Multifamily MR (5-9),Northeast,2005.0,1.0,6.0,57700,Multifamily,39935.0,0.7301733102253033,0.2698266897746967,6.479967743115671,14.536856332120696,57700.0,9616.667
2928,Multifamily LR (1-4),Magnolia / Queen Anne,2002.0,1.0,4.0,58359,Multifamily,58359.0,0.0,0.0,2.576249668149679,14.400927333562453,58359.0,14589.75
2929,Multifamily LR (1-4),Northwest,2002.0,1.0,4.0,23236,Multifamily,23236.0,0.0,0.0,8.952472387631744,13.385615901098914,23236.0,5809.0
2930,Multifamily LR (1-4),Northwest,1984.0,1.0,3.0,43788,Multifamily,43425.0,0.0,0.0,8.064735587241172,14.098494423606194,43788.0,14596.0
2931,Multifamily MR (5-9),Lake Union,1996.0,1.0,7.0,39329,Multifamily,39329.0,0.0,0.0,3.0926130404984224,13.764383960208384,39329.0,5618.429
2932,Multifamily LR (1-4),Magnolia / Queen Anne,2005.0,1.0,4.0,87261,Multifamily,97425.0,0.0,0.0,3.5671067087363957,14.460505689466027,87261.0,21815.25
2933,Multifamily LR (1-4),Magnolia / Queen Anne,1989.0,1.0,3.0,34854,Multifamily,25666.0,0.0,0.0,7.793924803030711,13.62941867742407,34854.0,11618.0
2934,NonResidential,Greater Duwamish,1977.0,1.0,1.0,24024,Non-Refrige,14314.0,1.0,0.0,8.363519523133181,12.784270165211796,24024.0,24024.0
2935,NonResidential,Greater Duwamish,1953.0,1.0,1.0,42420,Non-Refrige,27420.0,1.0,0.0,8.124361471994884,13.996514476220385,42420.0,42420.0
2936,NonResidential,Greater Duwamish,1979.0,1.0,1.0,36982,Distributio,34382.0,1.0,0.0,8.052379865741155,12.838780890157993,36982.0,36982.0
2937,NonResidential,Greater Duwamish,1964.0,1.0,2.0,23400,Non-Refrige,20002.0,1.0,0.0,7.751553918885026,12.80499679731041,23400.0,11700.0
2938,Multifamily LR (1-4),Magnolia / Queen Anne,1992.0,1.0,4.0,21232,Multifamily,22209.0,0.0,0.0,2.9845284681421034,13.224132990983557,21232.0,5308.0
2939,Multifamily LR (1-4),Central,1957.0,1.0,4.0,22810,Multifamily,16299.0,0.0,0.0,3.576923392754278,13.803819799069492,22810.0,5702.5
2940,Multifamily LR (1-4),Magnolia / Queen Anne,1959.0,2.0,4.0,43346,Multifamily,43346.0,0.0,0.0,2.8561971663158805,15.523978269289017,21673.0,10836.5
2941,Multifamily LR (1-4),Magnolia / Queen Anne,1948.0,1.0,3.0,53280,Multifamily,53280.0,0.0,0.0,2.7662390559398666,15.050125412558158,53280.0,17760.0
2942,NonResidential,Magnolia / Queen Anne,1948.0,1.0,2.0,30720,Other,28120.0,1.0,0.0,2.6359855260283567,14.430250016449662,30720.0,15360.0
2943,Multifamily LR (1-4),Magnolia / Queen Anne,1958.0,1.0,4.0,21056,Multifamily,21056.0,0.0,0.0,2.699127677741051,13.10130864905669,21056.0,5264.0
2944,NonResidential,Greater Duwamish,1972.0,1.0,1.0,23232,Non-Refrige,23232.0,1.0,0.0,4.478514207350951,13.932639157301693,23232.0,23232.0
2945,NonResidential,Greater Duwamish,1974.0,1.0,1.0,35046,Non-Refrige,32546.0,1.0,0.0,4.612726261645961,14.10133656524228,35046.0,35046.0
2946,NonResidential,Greater Duwamish,1961.0,1.0,1.0,25577,Refrigerate,13349.0,1.0,0.0,4.62743892400031,13.69807710963262,25577.0,25577.0
2947,NonResidential,Greater Duwamish,1974.0,1.0,1.0,43380,Non-Refrige,42844.0,1.0,0.0,4.670897867922442,12.93012283976579,43380.0,43380.0
2948,NonResidential,Lake Union,1995.0,1.0,3.0,20410,Office,20410.0,1.0,0.0,5.5613324532594515,14.926176080346158,20410.0,6803.333
2949,Multifamily LR (1-4),Magnolia / Queen Anne,2006.0,1.0,3.0,97855,Multifamily,97855.0,0.0,0.0,2.353381975408444,14.96631768450745,97855.0,32618.333
2950,Multifamily MR (5-9),North,2004.0,1.0,6.0,41149,Multifamily,41149.0,1.0,0.0,12.75827019927505,14.426640483756676,41149.0,6858.167
2951,Multifamily LR (1-4),Magnolia / Queen Anne,1959.0,1.0,3.0,22937,Multifamily,22937.0,1.0,0.0,2.743337823231712,13.26723020244818,22937.0,7645.667
2952,Multifamily LR (1-4),Magnolia / Queen Anne,1967.0,1.0,4.0,21168,Multifamily,20000.0,0.0,0.0,2.5902630739690453,13.25720278919867,21168.0,5292.0
2953,Multifamily HR (10+),East,2002.0,1.0,27.0,179678,Multifamily,179678.0,1.0,0.0,0.7464376560114133,16.244421206284507,179678.0,6654.741
2954,Multifamily HR (10+),Northwest,1979.0,1.0,10.0,75070,Multifamily,75070.0,0.0,0.0,10.933088294614393,15.19068064818294,75070.0,7507.0
2955,Multifamily LR (1-4),Northwest,1988.0,1.0,3.0,48433,Multifamily,35854.0,0.0,0.0,10.827035320926443,13.829946173781853,48433.0,16144.333
2956,NonResidential,Northwest,1983.0,1.0,3.0,24696,Office,18396.0,0.7448979591836735,0.25510204081632654,10.819341788484722,13.431495249230974,24696.0,8232.0
2957,Multifamily LR (1-4),Northwest,1979.0,1.0,4.0,20806,Multifamily,20806.0,1.0,0.0,11.1110918644687,13.237721029750606,20806.0,5201.5
2958,Multifamily MR (5-9),East,2006.0,1.0,7.0,43142,Multifamily,43142.0,0.0,0.0,1.5348628634587551,14.154541037347382,43142.0,6163.143
2959,Multifamily LR (1-4),East,1985.0,1.0,3.0,47544,Multifamily,40125.0,1.0,0.0,2.415404556013101,14.41710890099464,47544.0,15848.0
2960,Multifamily LR (1-4),Downtown,1905.0,1.0,3.0,20583,Multifamily,20583.0,0.0,0.0,0.8191766279584699,13.128087152803799,20583.0,6861.0
2961,Multifamily MR (5-9),Ballard,2006.0,1.0,6.0,37877,Multifamily,26177.0,1.0,0.0,8.236384661563475,14.003477296527082,37877.0,6312.833
2962,SPS-District K-12,Northwest,1956.0,1.0,1.0,45174,K-12 School,46966.0,1.0,0.0,12.085014751954366,14.62630743195759,45174.0,45174.0
2963,NonResidential,Northwest,2002.0,1.0,1.0,24955,Worship Fac,24955.0,1.0,0.0,12.078117122766344,13.561897087123446,24955.0,24955.0
2964,Multifamily LR (1-4),North,1995.0,1.0,4.0,62566,Multifamily,43406.0,0.0,0.0,12.529112026925644,14.140568794877193,62566.0,15641.5
2965,Multifamily MR (5-9),Delridge,1997.0,1.0,5.0,77501,Multifamily,77501.0,0.0,0.0,5.609172664837454,14.892309574343617,77501.0,15500.2
2966,Multifamily LR (1-4),Northwest,1977.0,1.0,3.0,40362,Multifamily,35114.0,0.0,0.0,11.572630795195112,13.43372877279719,40362.0,13454.0
2967,Multifamily LR (1-4),Northwest,1973.0,1.0,4.0,25160,Multifamily,25160.0,0.0,0.0,11.520083659933329,13.17440978188327,25160.0,6290.0
2968,Multifamily LR (1-4),Northwest,1971.0,1.0,4.0,26254,Multifamily,26254.0,0.0,0.0,11.526473128089242,13.389377296225055,26254.0,6563.5
2969,Multifamily MR (5-9),Magnolia / Queen Anne,1968.0,1.0,7.0,40248,Multifamily,40428.0,0.0,0.0,3.0092632105843067,14.17745358863467,40248.0,5749.714
2970,Multifamily LR (1-4),East,2008.0,1.0,3.0,34629,Multifamily,34629.0,0.0,0.0,3.4322670622576084,13.753306509822991,34629.0,11543.0
2971,Multifamily MR (5-9),East,1985.0,1.0,5.0,38430,Multifamily,32500.0,1.0,0.0,5.405203042158151,14.383575550626597,38430.0,7686.0
2972,Multifamily LR (1-4),East,1964.0,1.0,4.0,32366,Multifamily,32366.0,0.0,0.0,5.242775562419214,13.689923950361768,32366.0,8091.5
2973,Multifamily LR (1-4),Magnolia / Queen Anne,1957.0,1.0,3.0,27246,Multifamily,27246.0,0.0,0.0,2.7334720566102555,13.38158791037707,27246.0,9082.0
2974,Multifamily LR (1-4),Magnolia / Queen Anne,1963.0,1.0,4.0,25082,Multifamily,22381.0,0.0,0.0,2.7181576986582625,13.217385561196329,25082.0,6270.5
2975,Multifamily LR (1-4),Magnolia / Queen Anne,2006.0,1.0,3.0,161351,Multifamily,161351.0,0.8550675235976226,0.1449324764023774,2.618179935369186,15.73465958689899,161351.0,53783.667
2976,Multifamily LR (1-4),Downtown,1926.0,1.0,4.0,47276,Multifamily,47276.0,0.0,0.0,0.3242167184307223,13.90027131044752,47276.0,11819.0
